id,etl_ymd,ht,sido_cd,sgg_cd,cnt
777,20180903,08,36,30200,662
778,20180903,08,36,30230,172
779,20180903,08,36,41111,8
780,20180903,08,36,41113,10
781,20180903,08,36,41115,8
782,20180903,08,36,41117,14
783,20180903,08,36,41131,5
784,20180903,08,36,41135,30
785,20180903,08,36,41171,13
786,20180903,08,36,41173,22
787,20180903,08,36,41190,7
788,20180903,08,36,41210,6
789,20180903,08,36,41220,11
790,20180903,08,36,41271,5
791,20180903,08,36,41281,5
792,20180903,08,36,41285,7
793,20180903,08,36,41290,7
794,20180903,08,36,41360,6
795,20180903,08,36,41410,15
796,20180903,08,36,41430,9
797,20180903,08,36,41463,15
798,20180903,08,36,41465,19
799,20180903,08,36,41590,18
800,20180903,08,36,43111,87
801,20180903,08,36,43112,220
802,20180903,08,36,43113,355
803,20180903,08,36,43114,76
804,20180903,08,36,43130,5
805,20180903,08,36,43720,4
806,20180903,08,36,43730,11
807,20180903,08,36,43745,4
808,20180903,08,36,43770,4
809,20180903,08,36,44131,186
810,20180903,08,36,44133,76
811,20180903,08,36,44150,199
812,20180903,08,36,44200,47
813,20180903,08,36,44230,17
814,20180903,08,36,44250,37
815,20180903,08,36,44710,10
816,20180903,08,36,45111,8
817,20180903,08,36,45113,13
818,20180903,08,36,45130,6
819,20180903,08,36,45140,8
820,20180903,09,36,11110,4
821,20180903,09,36,11170,5
822,20180903,09,36,11200,4
823,20180903,09,36,11230,5
824,20180903,09,36,11290,4
825,20180903,09,36,11320,4
826,20180903,09,36,11350,8
827,20180903,09,36,11380,6
828,20180903,09,36,11410,5
829,20180903,09,36,11440,5
830,20180903,09,36,11470,7
831,20180903,09,36,11500,5
832,20180903,09,36,11530,4
833,20180903,09,36,11560,4
834,20180903,09,36,11590,5
835,20180903,09,36,11620,5
836,20180903,09,36,11650,8
837,20180903,09,36,11680,18
838,20180903,09,36,11710,13
839,20180903,09,36,11740,5
840,20180903,09,36,30110,84
841,20180903,09,36,30140,107
842,20180903,09,36,30170,288
843,20180903,09,36,30200,404
844,20180903,09,36,30230,130
845,20180903,09,36,41111,7
846,20180903,09,36,41113,5
847,20180903,09,36,41117,7
848,20180903,09,36,41135,6
849,20180903,09,36,41173,6
850,20180903,09,36,41285,5
851,20180903,09,36,41410,6
852,20180903,09,36,41463,6
853,20180903,09,36,41465,7
854,20180903,09,36,41590,9
855,20180903,09,36,43111,58
856,20180903,09,36,43112,150
857,20180903,09,36,43113,203
858,20180903,09,36,43114,38
859,20180903,09,36,43130,4
860,20180903,09,36,43730,5
861,20180903,09,36,44131,108
862,20180903,09,36,44133,43
863,20180903,09,36,44150,136
864,20180903,09,36,44200,25
865,20180903,09,36,44230,10
