year,month,hd_cd,sector_code,living_ingu,revenue,customer_count,payment_count
2017,9,36110510,9011,456013.15208,488917847.56899995,1707.353090196,1914.7885124159998
2017,9,36110515,1004,0.0,112371884.26312998,1380.243386235,1436.0913844469999
2017,9,36110515,1102,0.0,48348409.9404,175.522280327,175.522280327
2017,9,36110515,1202,0.0,7036847.782359999,111.695996572,119.674282043
2017,9,36110515,1204,0.0,108006692.3264,989.307398178,989.307398178
2017,9,36110515,1299,0.0,13834347.001500001,303.17484781800005,303.17484781800005
2017,9,36110515,2002,0.0,177559933.30362,24597.054098779,27620.824292078993
2017,9,36110515,2003,0.0,157786618.80630404,17935.185733996997,18868.645132967
2017,9,36110515,2004,0.0,183544570.69315004,21589.240475489998,22937.570721850003
2017,9,36110515,2099,0.0,230176926.72893998,23256.702141126993,24956.076945227003
2017,9,36110515,2104,0.0,972503408.8925,39947.275340359985,40832.86502896
2017,9,36110515,2107,0.0,361079263.3723999,6438.476373038001,6446.454658538001
2017,9,36110515,2109,0.0,131471269.39010002,5592.778113489999,5632.66954075
2017,9,36110515,2110,0.0,87701609.6029,2656.769060977,2664.7473464770005
2017,9,36110515,2112,0.0,136222477.31669998,2186.050218489,2241.898216859
2017,9,36110515,2199,0.0,533785275.77037996,29998.353361848996,31530.184171169003
2017,9,36110515,2402,0.0,72649549.43180001,3047.7050489689996,3095.5747618389996
2017,9,36110515,2403,0.0,121059532.85700001,510.6102699770001,510.6102699770001
2017,9,36110515,2404,0.0,2691873.5172,55.847998286999996,55.847998286999996
