,year,month,h_dng_cd,sector_code,living_ingu,revenue,customer_count,payment_count,saengwhal_population,jumin_ingu,jugan_sangju_ingu,yagan_sangju_ingu,dong_name,upjong_name
3748,2017,5,36110310,1004,30496.39898,4570149.623,24.788372578,41.313954288000005,249001.40180500003,2564,5833,6395,연기면,의생활
3749,2017,5,36110310,2002,232821.21538800004,33034637.8499,1421.2000275879998,1437.7256092479995,249001.40180500003,2564,5833,6395,연기면,식생활
3750,2017,5,36110310,2004,150436.131436,1247681.4196900004,173.51860803,181.78139889,249001.40180500003,2564,5833,6395,연기면,식생활
3751,2017,5,36110310,2104,240255.75519100012,388096289.4405,6593.707104716001,6792.0140852959985,249001.40180500003,2564,5833,6395,연기면,식생활
3752,2017,5,36110310,2109,212547.45584200002,14525986.327699998,685.811641262,685.811641262,249001.40180500003,2564,5833,6395,연기면,식생활
3753,2017,5,36110310,2112,157792.873226,19822435.2694,487.504660664,504.03024232399986,249001.40180500003,2564,5833,6395,연기면,식생활
3754,2017,5,36110310,2199,190506.19639200004,25051707.718760002,950.220948708,966.746530418,249001.40180500003,2564,5833,6395,연기면,식생활
3755,2017,5,36110310,2401,160712.344356,10278911.82738,396.6139611980001,437.927915528,249001.40180500003,2564,5833,6395,연기면,식생활
3756,2017,5,36110310,2402,207870.491088,72249406.54470001,751.913968044,933.6953669879997,249001.40180500003,2564,5833,6395,연기면,식생활
3757,2017,5,36110310,2404,4614.309603,826279.0858,8.262790857999999,8.262790857999999,249001.40180500003,2564,5833,6395,연기면,식생활
3758,2017,5,36110310,2406,185725.588292,7143182.696860001,338.7744251800001,347.03721604000015,249001.40180500003,2564,5833,6395,연기면,식생활
3759,2017,5,36110310,3101,17051.33892,991534.903,8.262790857999999,8.262790857999999,249001.40180500003,2564,5833,6395,연기면,내구재
3760,2017,5,36110310,3401,40094.76586,1363360.4918799999,41.313954286,41.313954286,249001.40180500003,2564,5833,6395,연기면,주거생활
3761,2017,5,36110310,3403,58247.00419,1904160.1529400002,33.051163431999996,41.313954294,249001.40180500003,2564,5833,6395,연기면,주거생활
3762,2017,5,36110310,3406,90421.623867,7320419.559800001,165.25581716399998,173.51860802399997,249001.40180500003,2564,5833,6395,연기면,유통
3763,2017,5,36110310,4101,232890.252302,51992702.56709001,3462.109369596,3751.3070494259996,249001.40180500003,2564,5833,6395,연기면,유통
3764,2017,5,36110310,4108,230656.01223000005,45030392.3627,2503.62563001,2586.25353862,249001.40180500003,2564,5833,6395,연기면,유통
